text	label
@USER  Mr. Woods....Please help if you will.  @USER has published an ANTIFA target list on his Twitter Account with names of high profile and other Trump supporters. I have reported this to Twitter. They have NOT suspended his account.	NOT
President Trump to Hold MAGA Rally in Missouri This Week URL #donaldtrump #donaldtrumprallies #featured #springfield URL	NOT
I hate driving to school, can someone just drive me and wait in my car until I'm ready to leave ?	NOT
It's been a weird night.	NOT
ere's a war on, you know #. . .\	NOT
Never thought id complain about a class being canceled but 6 out of last 8 class periods have been..wtf how much did I pay to learn nothing?	OFF
"@USER &gt;unfuckable""  where is the truth in this statement, all i see are lies"""	OFF
@USER I'm back \ud83d\ude0a	NOT
@USER yea it sucks!	OFF
@USER bc I will be in Florida not secrets \ud83d\ude33\u270c	NOT
Now that UK's season is over the cat fans can now focus all their attention on rooting for whoever #cardnation is playing. #nodistractions	NOT
@USER she's so cute I love her	NOT
Bitch I wi cut you.	OFF
I miss having that \wake up and do anything for you at any time of the night\ type if person in my life.	NOT
Feelin Kinda Great. \nI Feel like I could cure Disease Today.\n#Outstanding\n#EnjoyingLife	NOT
"NOW I KNOW WE HAVE A LOT OF PEOPLE TO FEED, BUT THESE TWO? THESE ARE MINE! NOW GO BACK TO FEEDING PEOPLE, I'M STARVING! I HAVEN'T EATEN IN AT LEAST 40 MINUTES! YOU NEED A MAGA HAT!"" URL"	OFF
@USER Ain uor kkkkk	NOT
@USER where are you seeing Tuesday's game? I'll be in NYC for work and would like to catch the game with other outlaws	NOT
I really honestly only want @USER to be president #thatsall	NOT
@USER @USER dude isn't even a freshman yet. HA	NOT
You fall asleep on me every night but, strangely, I don't mind it...	NOT
@USER hahaha only me is probably right	NOT
Coffee is the only thing that gets me through these classes	NOT
It's either the right thing to do or it's a big mistake	NOT
@USER @USER @USER @USER ☝️ this is why Conservatives and law abiding citizens don't come to the table about gun control. It not about lunatics like this guy that should no longer own weapons. Its about removing all guns slowly but surely from everyone regardless of who they are. URL	OFF
Have to say good play manny. #broncos	NOT
The residents here at work are seriously the cutest \ud83d\ude02\ud83d\ude0a	NOT
@USER Was there any specific comment that brought up this point recently? And yes you are speakin da troof	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Got you Joseph always happy to follow like minded Patriots 😀but pls follow back!	NOT
@USER heyyyy where you at? I'm doing macro with steph	NOT
I'll pay anyone $20 to do my essay for Donald	NOT
I'm really pissed off. I told you ALL of my personal shit, you know everything about me and vice versa and you're dropping that for her?	OFF
I mean that goes for anyone but especially people with cars that blend right into the fog.	NOT
@USER same bro.	NOT
@USER Brilliant idea! if only conservatives ran Netflix...	NOT
@USER yes you may	NOT
Lebron Tapeline &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;	NOT
@USER I can't afford anything after the townhouse lol feel free to come sit in my jacuzzi when I move in and pretend it Mexico \ud83d\udc4d\ud83d\udc4d	OFF
Ever get that feeling where your soo tired and soo awake at the same time?	NOT
I hate waiting I'm so fucking impatient -.-	OFF
Chillen....	NOT
@USER @USER @USER @USER Music?	NOT
I'm really kicking myself for not buying that Their/They're/There record today when I saw it. Fuckin' ay.	OFF
Laying down \ud83d\ude0c finna head out later	NOT
i wish i were a stranger; i could disengage.	NOT
@USER @USER How many liberals will believe Hillary's explanation?  She was the one who worked with Russia on Uranium One plus other questionable activities that should be investigated.	NOT
@USER @USER there's something for everyone at @USER !!!!	NOT
@USER lucky what? Lol	NOT
@USER hahaha	NOT
We're in the third full week of school. DO NOT SIT IN THE SEAT I'VE BEEN SITTING IN SINCE DAY ONE. #KThanks.	NOT
I can't complain about work right now it feels so nice out	NOT
@USER just signed a new deal w/ #Bama today. Nice try though...	NOT
Sexo alcohol drogas y dinero	NOT
@USER YES\ud83d\ude0d\ud83d\ude0d\ud83d\ude0d	NOT
@USER No one is open! You think he is sitting there waiting to get hit lol. The pick that was called back Kyle said the one of the receiver ran the wrong route again! A route that was need to pick Matt open! 🤦🏽‍♂️ 49ers need to get their head out of their asses	OFF
If my moms truck had a system	NOT
@USER @USER I thought Lisa O’Neill rode him? She is brilliant though	NOT
53 hours and 35 minutes.	NOT
Everybody else left school early to nap and I'm here waiting to jog in the rain \ud83d\ude33	NOT
@USER geeking at your prof pic \ud83d\ude02	NOT
@USER )':	NOT
Jolene Jolene please don't take him even though you can\ud83c\udfb6 @USER #yourjam	NOT
No not yoy	NOT
@USER hahah thank you \ud83d\ude09\ud83d\udc81	NOT
Chocolate beats all.	NOT
@USER cause I hate planes too I feel ya girl...	NOT
I love the friends episodes when Ross and Rachel are together\ud83d\ude0c	NOT
@USER my everything is awkward it's ok\ud83d\ude18	NOT
Actually listening to @USER live broadcast for the first time in months!! \ud83c\udfb6 Good thing my noon conference call got cancelled \ud83d\udc4f	NOT
@USER The #metoo movement has turned out just the way black lives matter and Antifa turned out. Started out as a worthy cause and then ruined by a bunch of bandwagonists. More harm than good.	NOT
Someone take me to hoggard vs Hanover after my game please \ud83d\ude0c	NOT
Go home Chris Perez. Is it too late to add Kenny Powers to our roster? #Indians @USER	NOT
I'm not feeling school tomorrow, I don't wanna see anyone. Sucks for me bc I'm going anyway ))):	OFF
My dad is so hard on me about my grades and I have a 3.5 #FUCKphysics	OFF
@USER He is truly dumb as shit.	OFF
@USER When you are playing inside you don’t get beat inside. I agree not a major mistake.  I’m glad you found it because I was questioning my mind again.	NOT
No , stop . I lost this week to . I'm not clutch Michael .	NOT
@USER @USER my willy bum. Ima Twerk on ur faces tonight \ud83d\ude39	OFF
Well I don't own any green so guess I'm laying in bed all day to avoid getting pinched \ud83d\udc4c	NOT
That's the shit I love give me pussy money drugs	OFF
I think I take some pretty ass pictures. \ud83d\udc81	OFF
WHERE MY BITCHES @USER	OFF
@USER I’m sooo happy you are a Gator!! 🐊💙🐊💙🐊	NOT
Just convinced my mom to buy me @USER tickets! Yay! #UsAgainstThemTour \ud83d\ude0e\ud83d\ude1d\ud83d\ude0f	NOT
#tobehonest I miss holding your hand.	NOT
@USER \u0e16\u0e38\u0e49\u0e22	NOT
@USER Antifa is a terrorist organization	NOT
@USER jesi papak	NOT
@USER Hope the tiny anti American fraction of the USA can support those nfl contracts.	NOT
@USER ???	NOT
I love Alyssa she's so pure	NOT
@USER I love about me worksheets... \ud83d\ude33	NOT
The roads are so bad bc no one was prepared for such a downfall	NOT
This can't possibly be real life.	NOT
Not doin this shit again	OFF
@USER yep i was chatting to them about the clubs i wanted to join at uni and they said i should join antifa as it was something they did as kids	NOT
Evil and Krabby are my new best friends yay	NOT
If i could have anything, i put it on everything, that it would be you \ue106	NOT
@USER the hookah ones look more like a trippy stick if you know what that is	NOT
You call me 5 times then 2 times on a blocked number like I don't know it's you ..	NOT
@USER @USER @USER @USER @USER @USER Sir it comes to something when you present a lie as a fact.... Have you no shame? This is the fact 65% of labour voters voted to Remain. Ref YouGov polls. Your position is based on a false premise......have a nice day	NOT
When I miss football to go eat with you, you better know its real\ud83d\ude18	NOT
Why the fucking hell did Davis just snapchat me	OFF
I need food.	NOT
I can't wait till @USER gets off work. \ud83d\ude33 I'm bored	NOT
Step brothers is my favorite comedy of all time!	NOT
@USER He is short and felt I should bow down at the mention of engineer..  😑😒	NOT
Watching real husbands of Hollywood ctfu!!!!!!!!!!!! Nicole is goin in!!!	OFF
@USER can yall get a place for yourself if you're not 18?	NOT
@USER Wow it took 36 years? Bet this would of never came up if he had not been choose for supreme Court. Shows the liberals for what they really are. In a way that's a good thing😁	NOT
Fucking ew	OFF
Hope your ass gets raped now. Karmas a motherfuck!! Lls	OFF
Now this is how we MAGA URL	NOT
Got lots of cash for Christmas, to bad I'm gonna have to pay bills with it. Growing up sucks. \ud83d\udc4e	OFF
I don't miss anyone at the moment except my doggy \ud83d\udc36\ud83d\udc95	NOT
I love dogs more	NOT
@USER eu sei	NOT
@USER I sent it	NOT
Halloween has been so shitty for the past 4 years, I could care lessss	OFF
One time I got a bowl full of ping pong balls and bounced them of the wall into @USER tittys.	OFF
Thank god I leave for the beach Saturday for a week	NOT
I'm telln my mother	NOT
@USER I just share pictures of the most perfect wittle prince eber \ud83d\udc76\ud83d\udc99\ud83d\udc51	NOT
@USER @USER kann lgi pms critanya wkwkwk	NOT
If I could marry geno&gt;&gt;	NOT
I gotta get up at 6 am for weights? No problem. Gotta get up at 8 am for class? Big problem	NOT
@USER let's hangout soon ?	NOT
It's sad that your bestfriend turns into someone you don't recognize and you can't say a word to them. #YouChanged	NOT
Thank god it's Friday!	NOT
@USER @USER @USER I love your spirit and taking a stand for our great country.. I wish these liberals  go to a Socialist country	NOT
@USER congrats to you and your pirates on the big W tonight #stepintherightdirection	NOT
@USER interesting... mine is also still on 4.1.6	NOT
@USER slut	OFF
@USER I miss you to :(	NOT
@USER awe \ud83d\ude0a, miss you too!	NOT
@USER These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.	OFF
\Jewish boys from New York really can cook #Chinese food because we eat it every #Sunday night.\ @USER	NOT
Need. To. Stop. Buying. Clothes. #thestruggle \ud83d\udc57\ud83d\udc60	NOT
@USER @USER Spurs haven't been in the Finals since '07?	NOT
First movie with Coach Frech and its been 2 mins and I think he has said more then the people in the movie...	NOT
@USER Yeah . Niggas who dey wear durag nor dey joke. Hard as fuck	OFF
@USER tpb	NOT
@USER 5 muthafuckin weeks. You staying down this summer?	OFF
@USER \ud83d\udc4c	NOT
@USER I know what this means \ud83d\ude0f\ud83d\ude4c	OFF
Having your tongue pierced is no walk in the park.	OFF
Actually hope wondo scores at jeld-wen tonight #usa	NOT
I'm normally never up this early and happy about it. What is going on!? \ud83d\ude01\u2600	NOT
I don't like the girls they choose for the bad girls club there all trashy.	OFF
Wow cant wait to see Miley perform \ud83d\ude12	NOT
@USER haha maybe some day! When I get them done \ud83d\ude0c	NOT
@USER hahaha love your momma! :)	NOT
Lowkey still sleepy. Let me get dressed though.	NOT
#IGotAThingFor someone who doesn't want to know my every move	NOT
Now I can go super duper hard at my golf game :)	NOT
So baad she gne roll nem hips stop playin man I'm with the shit	OFF
@USER 😭😭😭😭 he is terrible 🆗	OFF
@USER is still the funniest person I know #missyou #loveyou	NOT
@USER you going to the kick back?	OFF
I have been up for 5 minutes and I've already been irritated enough that I want to go back to bed lol	NOT
If my brother ever gets pulled over he can't roll down his window, can't go through a drive through lol #carproblems	NOT
@USER Heck yeah. And also she IS cool	NOT
@USER @USER Kieran and Eric are watching it with me, it's great. Haha	NOT
@USER jessi told me! \ud83d\ude02\ud83d\ude02\ud83d\ude2d so embarrassing!	NOT
@USER well one of those things is probably gonna happen, and it doesn't have to do with the giants.	NOT
@USER Now that’s what I call “Gun Control”	NOT
@USER @USER guys im literally italian and i know what that shit is wtf	OFF
Favorite solo of all time. Love more than this... :(	NOT
@USER nf fb	NOT
@USER @USER  @USER blocked me also. I don't even know who he is	NOT
#MAGA DEEP STATE VIDEO EXPOSED: URL	NOT
@USER We dont need gun control. We need White Male control....	OFF
Needless to say I had to have @USER drive me home that night	NOT
@USER HEY!wtf,way to forget about me:(#youenjoyedit.	NOT
@USER te equivocas por qe me contesto ami	NOT
I am about to attempt to go to bed before 12am for the first time in like 2 years....	NOT
